Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Month,DayOfWeek,Is_Weekend,Likes_Per_View,Shares_Per_View,Comments_Per_View,Engagement_Rate
2023-04-06,YouTube,#Challenge,Video,Australia,2547290,382792,78654,30532,Medium,4,3,0,0.15027421298713534,0.030877520816240005,0.011986071472034987,19.313780527541034
2023-10-30,YouTube,#Viral,Reel,USA,2946297,223304,83502,10855,Low,10,0,0,0.07579140867332791,0.028341338296851946,0.0036842857322259095,10.781703270240577
2023-01-24,Twitter,#Education,Video,India,4459268,356292,52389,33857,Low,1,1,0,0.07989921215769046,0.011748340759066287,0.007592501728983322,9.924005464574007
2022-10-28,Instagram,#Music,Live Stream,Australia,1630617,435112,71742,49750,High,10,4,0,0.26683887142106333,0.04399684291283606,0.030509923544278023,34.13456378781774
2022-05-08,Instagram,#Education,Live Stream,USA,4709770,389553,55435,16799,Medium,5,6,1,0.08271168231145046,0.011770213832097958,0.0035668408436080744,9.804873698715648
2023-04-25,Instagram,#Fitness,Tweet,Australia,2275387,271817,72208,27046,High,4,1,0,0.11945967872717915,0.03173438188756462,0.011886329666118335,16.30803902808621
2023-12-25,TikTok,#Tech,Tweet,Brazil,2784320,373955,22997,15361,High,12,0,0,0.13430747902539938,0.008259467302608896,0.005516966440639007,14.808391276864727
2023-05-19,Twitter,#Music,Tweet,USA,3674194,19972,97555,24310,Medium,5,4,0,0.005435749990338017,0.026551401477439677,0.006616417097191928,3.8603568564969626
2023-11-27,YouTube,#Music,Post,UK,2126429,36274,51278,44234,Medium,11,0,0,0.01705864620920802,0.024114607165346223,0.020802011259252014,6.197526463380625
2022-11-15,YouTube,#Fitness,Shorts,USA,1598712,280260,58128,4485,High,11,1,0,0.17530361941362796,0.03635926921171543,0.0028053833335835348,21.44682719589269
2022-11-21,Twitter,#Fashion,Video,Australia,3464211,115302,63150,37858,Medium,11,0,0,0.033283769377789055,0.018229259130001032,0.01092831816537734,6.244134667316743
2022-10-27,Twitter,#Fitness,Reel,UK,1519290,495937,13211,49107,Low,10,3,0,0.3264268177898887,0.008695509086481186,0.032322334774796124,36.7444661651166
2022-10-05,Instagram,#Fitness,Tweet,Canada,4888613,414422,11933,23903,High,10,2,0,0.08477292025365886,0.0024409786579547206,0.004889525924837986,9.210342483645157
2022-02-18,Twitter,#Viral,Shorts,USA,3712060,302466,63802,49953,Low,2,4,0,0.08148198035592097,0.01718776097369116,0.013456948432945589,11.212668976255772
2023-09-19,Instagram,#Tech,Reel,UK,4003071,22251,13517,13392,Low,9,1,0,0.005558482475079758,0.00337665757114975,0.003345431544931379,1.2280571591160887
2022-01-10,Instagram,#Dance,Video,Germany,681752,197632,98860,19379,High,1,0,0,0.28988840516786163,0.1450087421819078,0.028425292481723558,46.3322439831493
2022-11-27,Instagram,#Gaming,Shorts,Germany,4684548,122401,82864,42106,Low,11,6,1,0.026128668123370707,0.017688793027630413,0.008988273788634463,5.2805734939635585
2022-11-25,Instagram,#Tech,Video,UK,3916842,292224,72417,38211,High,11,4,0,0.07460704312300573,0.01848861914777262,0.009755563282869209,10.285122555364755
2022-08-09,TikTok,#Dance,Reel,UK,798887,326922,87308,21689,Medium,8,1,0,0.40922182987080774,0.10928704560219406,0.02714902107557139,54.56578965485732
2022-12-19,Twitter,#Gaming,Video,Australia,688077,243607,79071,12078,High,12,0,0,0.35404031816206616,0.11491591784059052,0.01755326802087557,48.650950402353224
2022-08-21,Twitter,#Challenge,Reel,Japan,1520250,214233,80,10917,Medium,8,6,1,0.1409195855944746,5.262292386120704e-05,0.007181055747409965,14.815326426574577
2023-05-11,TikTok,#Fashion,Post,Australia,496652,106618,64875,44200,High,5,3,0,0.21467345344426278,0.13062466274171855,0.08899591665794157,43.42940328439229
2022-07-25,TikTok,#Education,Reel,India,479620,337321,99486,26524,Medium,7,0,0,0.7033088695217047,0.20742671281431133,0.055302114173720864,96.60376965097369
2022-01-27,YouTube,#Education,Reel,USA,4221739,291223,61415,44293,Low,1,3,0,0.06898176320232018,0.014547322797548593,0.010491648109937635,9.402073410980641
2023-08-18,Twitter,#Education,Live Stream,Brazil,4425196,324343,33641,22289,High,8,4,0,0.07329460661177493,0.0076021491477439645,0.0050368390462252974,8.593359480574419
2023-12-14,Instagram,#Comedy,Shorts,UK,4236960,259668,86293,16169,Low,12,3,0,0.06128639401835278,0.020366725199199427,0.0038161795249424114,8.546929874249463
2023-08-31,TikTok,#Education,Reel,India,2488223,177673,86535,39991,Low,8,3,0,0.07140557739398759,0.034777831408197735,0.016072112507600805,12.225552130978615
2023-11-22,YouTube,#Dance,Live Stream,UK,2809035,359231,78623,27822,Medium,11,2,0,0.12788413102720328,0.027989327295672713,0.009904468972440714,16.57779272953167
2022-11-03,YouTube,#Music,Shorts,Brazil,444252,398838,7767,19133,High,11,3,0,0.8977742362442938,0.017483320277680237,0.0430678984000072,95.83254549219812
2022-07-21,Instagram,#Fashion,Reel,India,907575,42770,5219,47956,Low,7,3,0,0.04712558190783131,0.005750488940307963,0.05283971021678649,10.571578106492577
2022-06-02,TikTok,#Dance,Post,Canada,2440215,199343,53628,10359,Medium,6,3,0,0.08169075265908947,0.021976752048487532,0.004245117745772401,10.79126224533494
2023-09-20,TikTok,#Comedy,Shorts,USA,3982001,131915,64092,22170,Medium,9,2,0,0.03312781689406909,0.016095425390400455,0.005567552594788399,5.4790794879257945
2023-06-12,Twitter,#Fashion,Reel,Brazil,3802724,457464,83495,19409,High,6,0,0,0.12029902774958162,0.02195662898490661,0.005103972836314179,14.73596295708024
2023-10-07,YouTube,#Dance,Shorts,Australia,3049554,441149,46483,36909,Low,10,5,1,0.1446601699789543,0.015242556780434123,0.012103081303036445,17.200580806242485
2022-07-14,YouTube,#Fashion,Video,Germany,3186810,312491,66586,7390,Medium,7,3,0,0.09805761874727392,0.020894248480455378,0.002318933353416112,12.12708005811454
2022-09-20,YouTube,#Gaming,Live Stream,Australia,810296,77866,87591,41350,High,9,1,0,0.09609574772675664,0.10809753472804999,0.051030734447658634,25.522401690246525
2023-07-22,Twitter,#Dance,Post,UK,4459224,957,54290,47674,High,7,5,1,0.00021461133147830205,0.012174764039662507,0.010691097823298404,2.3080473194439213
2023-01-03,Instagram,#Viral,Post,USA,741152,226355,58251,46227,High,1,1,0,0.3054096865420319,0.07859521393722206,0.062371821164889256,44.63767216441432
2022-10-17,Twitter,#Fashion,Tweet,USA,2945128,368541,66690,3800,Medium,10,0,0,0.12513581752643688,0.02264417709518907,0.0012902665011503744,14.907026112277633
2022-07-08,Twitter,#Music,Post,Canada,2302342,153529,52488,41257,High,7,4,0,0.06668383758798649,0.022797655604597407,0.01791957928057604,10.740107247315994
2023-12-15,YouTube,#Fashion,Shorts,Australia,469793,295293,29190,9480,Medium,12,4,0,0.6285598125131707,0.06213374826785414,0.020179100156877603,71.08726609379025
2022-06-25,Twitter,#Comedy,Live Stream,UK,2452099,320043,91765,2987,Low,6,5,1,0.1305179766396055,0.037423040423734934,0.0012181400506260146,16.915915711396647
2022-07-13,TikTok,#Tech,Live Stream,UK,2651939,209375,2127,12291,Low,7,2,0,0.07895166517781894,0.000802054647561652,0.00463472199021169,8.438844181559228
2023-10-23,TikTok,#Fitness,Shorts,India,1580449,299597,35471,1908,High,10,0,0,0.18956448452306907,0.022443622033991605,0.0012072518632363334,21.3215358420297
2023-02-19,Instagram,#Dance,Tweet,India,4764800,52536,65976,47528,Medium,2,6,1,0.011025856279382136,0.013846541302887844,0.009974815312290128,3.4847212894560107
2022-04-30,Twitter,#Comedy,Tweet,Japan,4336145,295452,2342,22411,Medium,4,5,1,0.06813702032565792,0.0005401110894584937,0.005168415724105167,7.384554713922159
2022-07-13,Instagram,#Viral,Shorts,Japan,4316287,188239,34891,39029,Medium,7,2,0,0.043611326123587243,0.008083568122323654,0.00904226248161904,6.073715672752993
2022-08-03,Twitter,#Gaming,Tweet,Japan,1516746,272088,48475,36816,Medium,8,2,0,0.1793892978784846,0.03195986671466416,0.024273016048830854,23.56221806419796
2023-03-02,TikTok,#Fitness,Post,USA,4497673,460735,96637,47633,Medium,3,3,0,0.10243852765641255,0.02148599953798331,0.01059058762164346,13.451511481603932
2022-04-15,YouTube,#Dance,Live Stream,UK,1200639,381211,2574,40242,Medium,4,4,0,0.3175067609831098,0.0021438583954044473,0.033517152116497965,35.31677714950122
2022-11-22,YouTube,#Viral,Tweet,USA,3115115,81186,14964,1885,Low,11,1,0,0.026061959189307617,0.0048036749847116395,0.00060511409691135,3.147074827093061
2023-04-17,Twitter,#Dance,Tweet,India,89968,450376,40577,19844,Medium,4,0,0,5.005957673839587,0.45101591677040725,0.22056731282233683,567.7540903432331
2022-06-29,TikTok,#Dance,Tweet,Japan,2177828,478703,86167,17109,Medium,6,2,0,0.21980753300995304,0.03956556716141036,0.00785599230058572,26.72290924719491
2022-05-31,Twitter,#Viral,Shorts,India,306511,404600,32664,35337,Medium,5,1,0,1.3200178786405707,0.10656713788412162,0.11528786895086962,154.18728854755622
2023-11-26,Instagram,#Music,Reel,UK,4422912,199110,95413,32057,Low,11,6,1,0.04501785249175204,0.021572439153209468,0.007247939818834289,7.38382314637958
2022-08-09,Instagram,#Tech,Post,UK,4326885,300734,1870,1496,Medium,8,1,0,0.06950358052039747,0.00043218158097569037,0.0003457452647805523,7.0281507366153715
2022-12-25,YouTube,#Music,Live Stream,Germany,4732360,84552,21664,36363,Medium,12,6,1,0.01786677260394391,0.004577842767667718,0.007683904014064864,3.012851938567649
2023-03-05,YouTube,#Gaming,Video,Japan,2510808,348707,17968,46925,High,3,6,1,0.13888238367887948,0.007156262047914456,0.018689202838289506,16.472784856508344
2023-08-28,Instagram,#Education,Video,USA,2710672,252420,23167,5670,Low,8,0,0,0.09312082022465278,0.00854658918526476,0.0020917322346635818,10.375914164458113
2022-07-14,TikTok,#Fitness,Shorts,Australia,4096796,365062,58371,48138,Medium,7,3,0,0.08910914773398529,0.01424796353052483,0.011750157928293233,11.510726919280335
2023-03-29,YouTube,#Gaming,Live Stream,UK,940184,131729,1559,12135,Low,3,2,0,0.1401098082928448,0.0016581860571973147,0.012907047982097122,15.467504233213925
2023-05-08,Twitter,#Viral,Shorts,USA,2184148,326178,46185,1902,High,5,0,0,0.14933878107161236,0.02114554508210982,0.0008708201092599952,17.135514626298217
2022-07-31,Instagram,#Challenge,Shorts,Australia,1498512,205870,16834,34865,Medium,7,6,1,0.13738295055361585,0.0112338106067886,0.02326641361564005,17.18831747760445
2022-05-17,Instagram,#Dance,Video,Germany,4300552,428951,18627,12148,Low,5,1,0,0.09974324226285369,0.004331304446498961,0.0028247536595302184,10.689930036888288
2023-12-16,YouTube,#Challenge,Reel,Japan,3267055,133930,81976,22080,Low,12,5,1,0.04099410631287199,0.025091711036392104,0.006758380253775954,7.284419760304004
2022-03-08,TikTok,#Fitness,Post,Canada,2095875,78244,43598,16006,Low,3,1,0,0.037332379077950735,0.020801813085226935,0.00763690582692193,6.57710979900996
2022-07-11,YouTube,#Education,Shorts,USA,1465227,158579,8809,33511,High,7,0,0,0.10822828135162675,0.006012037725212544,0.022870858918106203,13.711117799494549
2023-10-25,YouTube,#Viral,Reel,Japan,1715566,326676,69635,19235,Low,10,2,0,0.19041878890115566,0.04059010262502288,0.011212043139115604,24.22209346652941
2023-08-16,Instagram,#Fitness,Reel,Brazil,4708687,133736,49028,3765,Medium,8,2,0,0.02840197277924823,0.010412244432471303,0.0007995859567645928,3.9613803168484125
2022-01-21,YouTube,#Challenge,Tweet,UK,1091635,198291,5604,31314,Medium,1,4,0,0.18164587980414698,0.0051335840276282825,0.02868541224859958,21.546487608037484
2022-04-30,TikTok,#Dance,Reel,UK,1111002,266261,22269,39363,Low,4,5,1,0.2396584344582638,0.02004406832750976,0.03543017924360172,29.513268202937525
2022-12-16,YouTube,#Comedy,Post,Japan,869375,123390,59716,46989,Low,12,4,0,0.1419295470884256,0.06868842559309848,0.054049173256649895,26.466714593817397
2023-12-30,Twitter,#Gaming,Video,Japan,2551247,384714,36284,18974,High,12,5,1,0.15079449382988006,0.014222064739321595,0.007437147402819092,17.245370597202076
2022-10-29,YouTube,#Viral,Shorts,India,920528,400658,58158,26810,High,10,5,1,0.43524803156449343,0.06317895816314116,0.029124589366102932,52.75515790937375
2023-03-04,YouTube,#Viral,Shorts,Japan,2846948,55585,27235,29699,Medium,3,5,1,0.019524417024827993,0.009566384774151126,0.010431873009271684,3.95226748082508
2023-11-25,Instagram,#Fashion,Shorts,UK,2801638,111973,60593,35663,Medium,11,5,1,0.03996697646162709,0.021627704935469894,0.012729339050940914,7.432402044803791
2023-08-16,TikTok,#Dance,Video,Canada,1556267,56055,12612,20474,Low,8,2,0,0.03601888364914247,0.00810400785983382,0.013155840225359787,5.727873173433608
2023-09-26,TikTok,#Viral,Post,Brazil,1828433,126683,82181,48618,Low,9,1,0,0.06928501071682693,0.044946136938022886,0.02658998169470798,14.082112934955779
2022-03-26,YouTube,#Dance,Post,UK,3988715,211316,4804,33837,Medium,3,5,1,0.05297846549577997,0.0012043979075968075,0.008483183180548122,6.26660465839249
2022-10-01,TikTok,#Fashion,Video,Canada,3290858,250085,41283,20251,High,10,5,1,0.0759938593521811,0.012544752766603724,0.006153714320095246,9.469232643888008
2022-01-21,YouTube,#Viral,Tweet,USA,3703315,449350,54600,26510,Medium,1,4,0,0.12133723434274427,0.01474354733529284,0.00715845127946178,14.323923295749887
2022-10-29,TikTok,#Education,Post,Canada,506215,303740,98918,36904,Medium,10,5,1,0.6000217298973756,0.1954070898728801,0.0729018302499926,86.83306500202484
2022-07-01,YouTube,#Fitness,Post,Canada,762333,406861,79834,13785,Medium,7,4,0,0.5337050868846029,0.10472326398043899,0.01808264892114076,65.65109997861826
2023-05-03,Twitter,#Dance,Post,Brazil,3252738,420498,5811,2661,High,5,2,0,0.1292750907081972,0.0017864949467187336,0.0008180800298087334,13.187966568472467
2023-11-07,Instagram,#Fashion,Tweet,Germany,4080585,203708,22677,23693,Medium,11,1,0,0.04992127354288662,0.0055572914177746575,0.005806275325719229,6.128484028638051
2023-03-23,TikTok,#Comedy,Tweet,Germany,1450112,409512,91982,9118,Medium,3,3,0,0.2824002559802277,0.06343096257392533,0.006287790184482302,35.21190087386354
2022-03-06,Twitter,#Gaming,Post,UK,2512592,418988,4122,18706,Low,3,6,1,0.16675528697058656,0.001640536943522864,0.0074449015200239435,17.584072543413335
2023-11-06,TikTok,#Fitness,Video,Japan,3714148,291659,27722,28024,High,11,0,0,0.07852648844364844,0.007463892122769475,0.007545202829827998,9.353558339624591
2022-06-07,Twitter,#Challenge,Tweet,USA,2276898,337038,56049,13735,Medium,6,1,0,0.14802507622212327,0.024616385977764485,0.006032329950660943,17.867379215054868
2023-08-11,YouTube,#Challenge,Shorts,Australia,342675,493624,4168,35727,Low,8,4,0,1.4405019333187423,0.012163128328591231,0.10425913766688553,155.6924199314219
2023-12-02,Instagram,#Fitness,Post,Australia,2787914,198350,96753,45466,Medium,12,5,1,0.07114638399893254,0.034704442102589966,0.016308250541444247,12.215907664296676
2023-02-10,Instagram,#Comedy,Tweet,USA,893271,69359,66059,43386,Medium,2,4,0,0.0776460894846021,0.07395180186080148,0.04856980692309501,20.01676982684986
2022-12-28,YouTube,#Dance,Post,Japan,2061951,381908,33698,25476,High,12,2,0,0.1852168165004891,0.016342774391825993,0.012355288753224494,21.39148796455396
2022-04-01,Twitter,#Music,Reel,Canada,3823345,32222,64447,44453,High,4,4,0,0.008427698782087413,0.01685618221740387,0.01162672999690062,3.69106109963919
2022-10-23,Twitter,#Fitness,Live Stream,USA,4330038,118835,19134,27781,High,10,6,1,0.027444331897318222,0.004418898864167012,0.006415879029237157,3.827910979072239
2023-02-06,YouTube,#Fitness,Video,Canada,2714016,86422,85827,36320,High,2,0,0,0.031842848384092064,0.031623616073007677,0.013382382417789726,7.684884687488946
2022-03-11,Instagram,#Music,Tweet,Canada,4588770,448601,52948,32818,Medium,3,4,0,0.097760619948265,0.011538604026787134,0.007151807564990183,11.645103154004232
2022-10-18,Instagram,#Tech,Video,Canada,485489,265199,14446,34447,Low,10,1,0,0.54625130538488,0.02975556603754153,0.07095320388309519,64.69600753055167
2022-02-04,YouTube,#Education,Post,UK,2688752,472554,2742,14495,Low,2,4,0,0.17575217052372252,0.0010198039834094033,0.005390976929073414,18.216295143620535
2023-01-06,YouTube,#Comedy,Post,Brazil,2417512,154294,98184,18043,Medium,1,4,0,0.06382346809447068,0.04061365569229853,0.007463458299276281,11.19005820860455
2023-01-16,TikTok,#Comedy,Tweet,Japan,1612356,488560,75088,11999,Low,1,0,0,0.303010005234576,0.046570360391873754,0.007441904889490906,35.702227051594065
2023-01-14,Instagram,#Dance,Shorts,Japan,242459,366128,20712,22677,Medium,1,5,1,1.5100614949331639,0.08542475222614958,0.0935292152487637,168.90154624080773
2023-04-28,Twitter,#Dance,Live Stream,UK,4041579,326486,69020,47705,High,4,4,0,0.08078179345250952,0.017077483825009978,0.011803554996698072,10.966283227421759
2022-05-01,Twitter,#Dance,Post,Canada,2214561,156292,18753,3643,Medium,5,6,1,0.07057470984091203,0.008468044005109816,0.001645021293159231,8.068777513918109
2023-01-18,YouTube,#Dance,Post,UK,2524440,262085,98352,37571,High,1,2,0,0.10381906482229722,0.038959927746351666,0.01488290472342381,15.76618972920727
2022-03-07,Instagram,#Viral,Reel,Canada,4675636,328475,4510,45120,Low,3,0,0,0.07025247474354292,0.0009645746589341,0.009650024082285276,8.086707348476228
2023-11-20,YouTube,#Tech,Live Stream,UK,1093553,43035,52724,29091,Low,11,0,0,0.03935337381910159,0.04821348393722115,0.02660227716443556,11.41691349207583
2023-02-02,Twitter,#Music,Tweet,Australia,2860355,157614,70326,47778,Medium,2,3,0,0.055102950507891504,0.02458645867383594,0.016703521066441053,9.63929302481685
2023-02-10,Twitter,#Fitness,Video,USA,4643597,200851,87149,35230,Low,2,4,0,0.04325332280126807,0.01876756316278092,0.007586791015671687,6.960767697972067
2023-01-21,Twitter,#Challenge,Reel,Brazil,4889936,142520,56142,26214,High,1,5,1,0.0291455757294165,0.01148113185939448,0.005360806358201825,4.598751394701281
2022-01-24,TikTok,#Education,Reel,Japan,1483481,353517,41615,11414,Low,1,0,0,0.23830234428347918,0.028052263561178067,0.007694065512129916,27.404867335678716
2022-12-08,Instagram,#Dance,Tweet,Germany,734933,421895,50675,12150,Medium,12,3,0,0.574059131920869,0.06895186363927051,0.016532119254408225,65.95431148145478
2023-06-23,YouTube,#Fashion,Reel,Japan,4485712,464196,67958,45876,High,6,4,0,0.10348323744368787,0.015149880331149213,0.010227138969242787,12.886025674407986
2023-01-20,Twitter,#Comedy,Shorts,UK,1165962,105888,48384,47511,High,1,4,0,0.09081599571855686,0.04149706422679298,0.04074832627478425,17.30613862201341
2022-01-15,Twitter,#Gaming,Tweet,India,791211,251591,9900,36509,High,1,5,1,0.3179821817441871,0.012512465069368348,0.046143190628037276,37.66378374415927
2023-10-18,YouTube,#Dance,Post,UK,755921,275570,36739,37643,High,10,2,0,0.36454867638284955,0.04860163958932216,0.04979753175265669,46.29478477248284
2022-11-05,Instagram,#Fitness,Tweet,India,1966067,136472,63614,18304,Medium,11,5,1,0.06941370767120347,0.03235596752297862,0.009309957392092946,11.107963258627503
